type,author,text,likes,published_at,parent_id,is_owner
comment,@LouvtoSauvage,"Merci infiniment pour cette vidéo très éclairante ! Mais comment faire quand on ne parvient pas à localiser la cause / le stimulus qui déclenche les aboiements ? Mon chien aboie régulièrement sans que je ne comprenne pourquoi, on ne dirait pas qu'il cherche de l'attention car ce n'est pas en ma direction et ça n'est jamais du à un stimulus extérieur car mon appartement est au premier étage, donne sur cour et est très bien isolé. J'ai à un moment cru que c'était une demande pour sortir mais ça n'a pas l'air d'être ça non plus. Après il sort d'un mois de refuge post abandon donc peut-être que c'est simplement du stress à libérer ? J'essaie de rediriger son attention vers du léchage, de la fouille ou de la mastication mais ce n'est pas très concluant...",0,2024-12-21T19:22:16Z,,False
comment,@stephanieferrand6686,"mon jeune berger australien de 9 mois est infernal en voiture et de plus en plus il aboie dans les aigus, très excité,  il etait correct avant , j'ai une grille de séparation,  comment faire? c'est  stressant aussi pour moi c'est vraiment incessant",1,2024-12-21T12:05:11Z,,False
reply,@Grunsto,Salutations. Même problème avec mon australien... bientôt 7 ans et... de pire en pire pour monter en voiture. Petit il faisait rien et maintenant c'est infernales. Idem du mettre une grille. Curieux de la video pour tenter de détourner a la voiture mais... fiou ca l'air chaud,0,2025-01-19T23:01:30Z,UgyvsYoGpBw54HcFOZt4AaABAg,False
comment,@maevasc,"J’ai une question : comment on fait pour travailler les aboiements sur humains mais qui sont déclencher que dans un contexte avec un environnement avec peu de luminosité. Je m’explique ma chienne n’aboie pas du tout sur les humains en journée par contre elle le fait à la première et dernière balade car il fait nuit ou en tout cas c’est très peu éclairé et que du coup elle les voit pas arriver. Quand je vois en avance je lui dis que quelqu’un arrive, je lui montre et dès qu’elle a vu je marque et récompense mais parfois moi-même je vois pas et c’est elle qui voit en premier et qui se mets a aboyer",1,2024-12-18T07:32:40Z,,False
comment,@catherinewalthertselosse4349,Merci beaucoup pour vos vidéos. Edt il possible d'avoir le type de croquettes humides sue vous utilisez ? Merci,0,2024-11-24T10:00:57Z,,False
reply,@Danseavectonchien,les croquettes platinum,1,2024-12-05T14:00:48Z,UgxNbHd-huzDVeq3G3p4AaABAg,True
comment,@Speoneshot,"Ce qui est bien avec le mien, c'est qu'il ne mange rien du tout quand il aboie/stresse, même en lui agitant des récompenses qu'il aime sous le nez... Donc le point de départ semble compliqué.",0,2024-11-07T00:08:12Z,,False
reply,@Danseavectonchien,"C'est absolument normal, c'est une réaction saine de la part du chien. Justement, l'objectif est de lui proposer et qu'il les prenne quand il est assez redescendu pour être capable de les manger",1,2024-11-19T19:56:11Z,Ugzl3bJlMHHgDJD0ddd4AaABAg,True
comment,@kerali5518,"Mon chien n’aboie que quand je le fais monter dans le coffre de la voiture pour la promenade 😔, ce ne sont pas des aboiements joyeux mais de mécontentement. C’est pourtant bizarre qu’il n’associe pas la voiture à la promenade, puisque l’un ne va pas sans l’autre … 🤔
Je vais essayer la récompense avec les croquettes. 🤞
Merci pour vos conseils.",1,2024-10-28T14:35:31Z,,False
comment,@cocoespoir8601,J'adore vos explications ❤,3,2024-10-20T14:47:54Z,,False
reply,@Danseavectonchien,Merci beaucoup 😊,1,2024-10-21T12:42:35Z,UgyCPQXGOj7TKHLJP954AaABAg,True
comment,@philippebaumgaertner9226,"Bonjour très bonne pédagogie et bien expliqué 
J ai un berger australien qui a 13 mois qui hyper actif du mal à contrôler très affectueux gentil 
Un soucis de concentration dans des cours de dressage depuis 9 mois mais rapport au autres chiens elle ne progresse pas 
Elle est ailleurs et complètement excité 
La dresseuse m a proposé d arrêter les cours 
Et d effectuer des balades 45 mn a 1 h par jour en forêt d évitez les villes pendant 15 jours 
En retraite actuellement donc elle pense que la sollicite de trop 
Il faut qu elle reste un peu seule 
Votre avis là dessus 
Merci de votre retour 
Philippe",1,2024-10-07T08:54:08Z,,False
comment,@pev7065,"Bonjour, notre chien de 11 mois aboie sans cesse dès que l on passe le portail. Cela dure plusieurs heures. Les voisins n'en peuvent plus. Avez-vous des conseils?",1,2024-09-22T10:22:35Z,,False
reply,@Danseavectonchien,Il nous est impossible de répondre dans un commentaire et avec si peu de détails.,2,2024-09-26T11:44:21Z,Ugz2S08X5SzIcGAp6IV4AaABAg,True
comment,@fannym2211,"Bonjour. Super vidéo. Vous prenez le temps de tout expliquer de façon très claire et c'est génial! Je n'ai pas lu tous les commentaires... petit être que la question a déjà été posée. Nous ne souhaitons pas utiliser de croquettes pour récompenser, peut on utiliser les câlins ou jeu simplement ? Merci",2,2024-09-10T07:01:50Z,,False
reply,@Danseavectonchien,"Bonjour j'aime beaucoup votre question. Le système de récompense du chien dépend du chien pas de vous. La motivation des individus est personnelle. Manger calme (c'est prouvé scientifiquement) et la friandise est souvent la récompense qui motive aussi le plus le chien. Que diriez vous si votre patron préférait vous donner des gommettes quand vous travaillez bien plutot que de l'argent ? Mettriez vous le meme en train à travailler ? Maintenant la question est : pourquoi ne pas utiliser la ration du chien pour renforcer les bons comportements ? L'aboiement est une expression de stress et de vigilance... le jeu est donc une très mauvaise idée... les calins, cela depend du chien. Si le chien a besoin d'être rassuré et qu'il aime les calin pourquoi pas. En revanche, s'il n'est pas fan des calins ou que cela l'excite c'est une très mauvaise idée !",1,2024-09-10T09:13:33Z,UgxCOVcJI4ZBjc_Fue54AaABAg,True
reply,@fannym2211,"Merci. En fait, j'étais un peu déroutée par la réponse aussi parce que j'avais la représentation du jeu comme un moyen d'apaisement et peut être aussi de détournement. Même si je comprends bien le message que vous faites passer avec l'alternative gommette/argent😅.
Nous allons essayer!",1,2024-09-12T21:04:35Z,UgxCOVcJI4ZBjc_Fue54AaABAg,False
comment,@mumune18,"Bonjour, merci pour la vidéo. comment devons nous procéder avec un chiot qui aboie, lorsque nous sommes à l’étage et qu’il est en bas, pour qu’on descende et s’occupe de lui ? Les aboiements peuvent durer très longtemps et nous avons des voisins… devons nous l’ignorer et ne pas descendre jusqu’à ce qu’il se calme (compliqué avec le voisinage) ou au contraire devons nous descendre ? Et dans ce cas quel comportement devons nous adopter ? En vous remerciant",3,2024-09-03T18:22:34Z,,False
reply,@Watson007-24,"Le même que si c était un bb humain,je suppose?",1,2024-10-02T13:47:50Z,Ugy1ufpMUR_UUrs1tZ54AaABAg,False
comment,@NicolasNavarro,"Votre méthode est fantastique. Nous avons adopté un chien il y a de cela 8 mois. Il sort très régulièrement, mais lorsque nous décidons de partir et que l'on touche le harnais ou que l'on enfile les chaussures, il est subjugué par les émotions, se met à aboyer comme un fou, va aussi manger des croquettes et parfois se met à sauter. Alors que sinon, dès qu'on est dans la rue, génial, aucun souci. On a commencé à arroser de friandises au sol pour le distraire, lui dire assis le temps qu'on ouvre la porte et on le récompense, mais si vous avez des tuyaux, ils sont les bienvenus. Au départ, il était plus calme mais aboyait un peu nous somme en appart et ce comportement semble avoir été renforcé par la première méthode qu'un pro nous a donnée : secouer une canette pour le surprendre en fait on trouvait ça hyper agressif et c'est comme ça que je suis tombé sur votre chaîne alors merci pour votre aide .",4,2024-08-22T15:54:09Z,,False
reply,@Danseavectonchien,"En effet la cannette a dû le stresser, le fait d'aboyer étant un moyen de décharger son stress il a dû très rapidement apprendre qu'il se sentait mieux en aboyant. Plein de petites choses peuvent être mises en place, mais commencer par lui mettre son harnais à distance des balades, pour travailler le calme, le focus, le suivi naturel...etc puis lui laisser jusqu'à la promenade suivante pour dissocier le harnais à l'excitation de la sortie. Il est possible aussi de manipuler les chaussures, les clés, le harnais, la laisse de façon aléatoire dans la journée.",4,2024-08-26T16:12:46Z,UgyoYqhCTCDgXx_nIOF4AaABAg,True
comment,@chris-1-2-3-4,"Mon chien n’aboie pas bcp à l’intérieur et si il le fait j’arrive à gérer en me cachant derrière une porte et il vient en courant me chercher par contre à l’extérieur c’est une cata!! 
Un enfant qui court ou même tout calme qui le regarde ou certains chiens, il ne s’arrête plus de japper et tire très fort.
j’essaye d’être hyper attentive mais parfois au coin de la rue je ne peux pas tjrs éviter un déclencheur 
Le lancer de croquettes ne sert à rien car il est focus sur l’objet de son agitation 
Certains jours ça va mieux que d’autres",1,2024-08-16T21:06:47Z,,False
reply,@Danseavectonchien,"Là c'est un problème de réactivité qui nécessite un travail en amont sur son calme, sa confiance, apprendre à s'éloigner plutôt que de se montrer menaçant..etc",1,2024-08-26T16:28:11Z,UgwxXMeEgbXRVveEq794AaABAg,True
reply,@chris-1-2-3-4,@@Danseavectonchienmerci beaucoup pour votre réponse! Concernant une formation à distance ça se passe comment?,1,2024-08-26T19:27:43Z,UgwxXMeEgbXRVveEq794AaABAg,False
comment,@erictrabaud7643,"merci pour toute ces videos,ma chienne  de 4 mois aboie apres les 2 chats de la maison quand ils sont sur leur chaise comme une folle,on a essayé les poignée de friandises qui la stoppe  ,sur le moment,mais des que tout est mangé elle re aboie.Elle s'est pris deja de coup de griffe sur le museau mais rien n'y fait.Cette aprém on a acheté un clicker  pour voir si on a arrive a la focalisé plus sur nous.",1,2024-08-13T20:30:20Z,,False
reply,@Danseavectonchien,"Nous avons des vidéos sur le focus sur la chaîne, ça pourrait l'aider à prendre les bonnes décisions. Le clicker n'est qu'un outil dans l'apprentissage, c'est l'exercice en lui-même qui va être important !",2,2024-08-15T07:44:06Z,UgyNwZzIU4IdaswZlZh4AaABAg,True
comment,@missmexxx4410,"Bonjour, cette solution peut elle fonctionner avec un aboiement de joie/d'excitation (quand on revient, quand on se lève, quand on part en balade) ? J'ai l'impression que la dispersion de croquettes pour essayer de calmer n'est pas assez fort, le câlin non plus ...",1,2024-08-05T16:00:17Z,,False
reply,@Danseavectonchien,"Ce serait en complément d'un travail général sur le calme, de changer ses habitudes pour éviter l'anticipation et de casser le cercle vicieux où l'aboiement apporte ce qu'il souhaite",1,2024-08-15T07:58:41Z,UgxXn__8wQO8OIx0aS54AaABAg,True
comment,@OrlaneGislais-ks4zo,J'ai un berger australien de deux ans et depuis qu'il a un an à peu près sans raisons il a commencé à aboyer dès qu'il joue sa a la limite c'est la race donc c'est pas trop dérangeant même si ça énerve les copains généralement mais ce qui me dérange et pas que moi c'est qu'il aboie dans la rue quand je discute avec des gens ou au parc quand je discute surtout en statique mais je sais pas ce qui cause cet aboiement du coup le fait qu'on reste statique ? Le fait que je ne m'occupe pas de lui à ce moment là ? Je sais que c'est pas bien mais à force de lui dire de se taire et qu'il n'écoute pas je finis par lui crier dessus ou alors je cède et je lui donne sa balle pour qu'il se taise parce que je ne trouve pas d'autre solutions... J'ai essayer de lui apprendre à aboyer sur demande mais rien à faire ça ne change rien... Pareil si je joue avec lui et que j'arrête d'un coup pour avancer il va aboyer sur moi tant que je céderais pas pourtant j'ai jamais rien fait pour qu'il fasse ça c'est arriver du jour au lendemain je ne sais pas quoi faire c'est pénible il ne sais pas ce calmer en dehors de la maison et rester calme...,2,2024-08-04T17:58:25Z,,False
reply,@Danseavectonchien,"C'est de la frustration, et se mettre en tête qu'il ne faut pas céder nourrit justement cette frustration. Aboyer permet de décharger le stress, comme quand on crie, ça le soulage, donc ça a le même effet que si on le récompensait. Le tout est de retravailler sur de très très courtes périodes et récompenser généreusement son calme : s'arrêter sur un banc juste pour le récompenser plusieurs fois puis reprendre la route, lui donner sa balle à la 1ère seconde de statique où il a été calme, jouer puis faire quelques pas pour s'éloigner et reprendre le jeu immédiatement...",1,2024-08-26T16:34:54Z,UgxbmXwzJoQWPoUMZ294AaABAg,True
reply,@sandral.1030,"Le mien, même race,  fait exactement les mêmes choses…",0,2024-11-23T11:56:34Z,UgxbmXwzJoQWPoUMZ294AaABAg,False
reply,@BrigitteRoehrig,"Ma chienne Border collie fait la même chose. Elle aboie quand je suis dans l'eau. Quand elle ne veut plus nager, elle veut que je reste avec elle. Je ne la pénalise pas car elle ne gêne que moi, mais c'est quand même pénible. Je reconnais aussi la situation lorsqu'elle doit attendre quand nous papotons à qqun en balade. Ça fait un peu caprices !! 😂
 Merci pour ces conseils, je vais tester des choses.",0,2025-05-04T12:15:54Z,UgxbmXwzJoQWPoUMZ294AaABAg,False
comment,@lescontessesdelalapunkrock6244,Ou se trouve la formation ??? Et a quelle datte,1,2024-08-01T21:46:01Z,,False
reply,@Danseavectonchien,"Les formations sont disponibles sur notre site, la prochaine session est déjà pleine",1,2024-08-04T06:36:29Z,Ugz6H9RX5Dwvo7gAfFl4AaABAg,True
comment,@nicolealtuzarra8951,"J'ai un berger américain miniature de 15 mois : pourtant j'ai suivi 2 formations chiot et adulte. Je le sors tous les matins 1h détaché (il retrouve ses copains et pourtant il aboie), une bonne heure l'am détaché et/ou en laisse, c'est sur moi qu'il aboie, tout d'un coup alors soit je joue, soit je le fais travailler (le dog dancing, c'est top) mais dès que j'arrête, ça repart ou pas. Bref les balades sont devenues un calvaire. Il n'y a pas que moi qui trouve que ce n'est pas très normal. Est-ce quelqu'un peut répondre ? 
Je suis vraiment déprimée, à 2 doigts de m'en séparer et pourtant, il peut être super mignon autrement. 
SVP, répondez-moi.",1,2024-08-01T11:29:03Z,,False
reply,@Danseavectonchien,Nous allons vous répondre mais avant toutes choses pourriez vous nous dire les formations que vous avez suivies ? Merci,1,2024-08-01T13:20:27Z,UgxaG71jcqAQnDsS8-94AaABAg,True
reply,@nicolealtuzarra8951,​@@DanseavectonchienMerci d'avoir répondu aussi vite. Ce sont les formations d'un autre éducateur dont j'avais vu plusieurs vidéos.,1,2024-08-02T14:21:40Z,UgxaG71jcqAQnDsS8-94AaABAg,False
reply,@Danseavectonchien,@@nicolealtuzarra8951 pour vous aider nous avons besoin de savoir quel éducateur car ils n'ont pas tous les mêmes méthodes.,1,2024-08-02T15:13:41Z,UgxaG71jcqAQnDsS8-94AaABAg,True
reply,@nicolealtuzarra8951,"​@@DanseavectonchienEsprit Dog. Par contre, je voulais vous dire que j'étais sceptique sur le fait de récompenser son chien quand il aboie (vu plusieurs vidéos sur le sujet) : je ne voudrais pas vendre la peau de l'ours... mais ça fait 2 jours que je fais travailler mon ptit berger comme sur VOTRE vidéo associée à celle sur le focus et il n'a pas aboyé une seule fois en balade (même mes copines m'ont dit whaou !)... Je 🤞et je vous tiens au courant si ça dure.... merciiii !",1,2024-08-03T09:12:47Z,UgxaG71jcqAQnDsS8-94AaABAg,False
reply,@Danseavectonchien,"En effet, ses méthodes sont bien différentes des nôtres ! Félicitations pour le travail déjà accompli ! N'hésitez pas à jeter un oeil à nos différentes vidéos, sur le refus d'appât (une solution efficace pour les chiens qui mangent tout) par exemple. Ce sont les bases du renoncement, mais ça peut être généralisé à tout ce qui peut déclencher le chien à l'extérieur une fois que l'exercice est bien acquis ! Tenez-nous au courant",1,2024-08-03T18:38:09Z,UgxaG71jcqAQnDsS8-94AaABAg,True
reply,@nicolealtuzarra8951,"​@@Danseavectonchienle refus d'appât n'est plus un pb depuis longtemps grâce à vos vidéos. Il y a longtemps que je regarde vos vidéos parce que vous étiez les seules à faire du dog-dancing et je trouvais ça tellement beau mais ma chienne précédente était trop âgée. Mais mon ptit loulou et moi, on kiffe faire les exercices que vous montrez. Un grand merci pour tout et SURTOUT, merci d'avoir pris le temps de me répondre. 🙏",0,2024-08-03T20:49:42Z,UgxaG71jcqAQnDsS8-94AaABAg,False
reply,@Danseavectonchien,Super ! Un grand merci pour ce retour !,1,2024-08-04T06:35:52Z,UgxaG71jcqAQnDsS8-94AaABAg,True
reply,@nicolealtuzarra8951,"Bonjour, je reviens vers vous car hier, retour au bercail et ce matin, mon chien a retrouvé ses copains.  Il a repris les aboiements non stop 😢.  Contexte : en vacances, balades sur la plage, jeu avec balles, un chien avec il joue, les autres pépères : arrêt des aboiements en 3 jours pdt un mois. Trop bien ! Ce matin, sortie statique, retrouvailles avec ses potes d'IdF, balle chipée par un autre et pas rendue, retour des aboiements. Comment faire pour que ça soit stable dans toutes les situations ?",1,2024-08-26T07:01:12Z,UgxaG71jcqAQnDsS8-94AaABAg,False
reply,@nicolealtuzarra8951,Merci d'avance.,0,2024-08-26T07:02:31Z,UgxaG71jcqAQnDsS8-94AaABAg,False
comment,@ludielryr3568,top ! de précieux conseils a écouter et appliquer. et comment faire pour faire comprendre a son compagnon qu'il est inutile de râler sur le chien (en restant les fesses dans le canapé..) ? ( a savoir qu'il n'est pas vraiment investi dans l'éducation sauf par le jeu ),2,2024-07-29T13:02:34Z,,False
reply,@Danseavectonchien,"Les méthodes éducatives non violentes sont majoritairement mises en place par les femmes...

Dans notre sphère pro, les collègues me font part de leur fatigue : la cliente femme qui veut éduquer le chien et l'homme qui ne veut pas suivre les conseils d'une educ femme et qui la decredibilise quand elle prône la non violence...

Avant de prendre un chien en couple, il faudrait assurement se mettre d'accord sur les methodes educatives ainsi que sur la prise en charge du loulou... sinon c'est toujours les memes qui morflent... les chiens par les methodes educatives incoherentes et parfois violentes et les femmes par la culpabilité de ne pas reussir seule a regler les problemes du chien et la fatigue accumulée due a la charge mentale et physique...

Courage à vous !",1,2024-07-30T08:24:39Z,Ugx62EEAJjJvf7PJH7p4AaABAg,True
reply,@ludielryr3568,"@@Danseavectonchien en aucun cas je dis que mon compagnon est violent ou ne respect pas mes choix, il m'a accompagné a des cours ( de façon passive effectivement) et ne dénigre pas mon travail, il voit les efforts et les évolutions.. mais effectivement niveau éducation je gère tout depuis deux ans. Au moins sa valide ma décision de ne pas avoir d'enfants xD.",2,2024-07-30T15:56:52Z,Ugx62EEAJjJvf7PJH7p4AaABAg,False
reply,@Watson007-24,​@@ludielryr3568bon test!😅,1,2024-10-02T13:51:18Z,Ugx62EEAJjJvf7PJH7p4AaABAg,False
reply,@atainimaux202,"Ah là là… j'ai la même mais avec 2 parents 😅
Raison majeure de vouloir prendre mon indépendance…",0,2024-11-01T20:47:10Z,Ugx62EEAJjJvf7PJH7p4AaABAg,False
reply,@Laure-nr6gl,Je me dis (trop) souvent que ça doit être terrible pour le chien d’avoir dark vador et maître yoda qui s’embrouillent pour faire évoluer l’élève 😅 …,2,2024-11-03T07:43:09Z,Ugx62EEAJjJvf7PJH7p4AaABAg,False
comment,@jeanmiche5398,"Bonjour !! Merci pour cette vidéo très intéressante ! Je vais essayé dès aujourd’hui avec ma chienne mais elle, elle aboie juste les 3premieres minutes de la promenades car elle est très très excité de sortir, impossible pour elle d’attendre aux feux etc. C’est pas simple d’être « intéressant » pour elle même avec des friandises (alors qu’à la maison elle y arrive très bien) mais à l’extérieur, on existe plus. Comment appliquer tes méthodes à ma situation ?",1,2024-07-25T18:37:45Z,,False
reply,@Danseavectonchien,"Commencer par travailler le focus et le suivi naturel, on a plusieurs vidéos sur la chaîne",2,2024-08-03T18:32:38Z,Ugz0OQ0LwpcE4HNz3Bx4AaABAg,True
comment,@claudinedesire3838,"Bonjour, je comprends bien mais comment faire quand le chien n'aboie que quand le maître est absent ?",1,2024-07-24T18:51:22Z,,False
reply,@Danseavectonchien,"Il faut d'abord trouver la cause, et en cas d'absence il faudrait plutôt se tourner vers le fait de retravailler l'indépendance et la solitude",1,2024-08-03T18:31:47Z,UgwHJXW-wwslj7oeXtN4AaABAg,True
comment,@ninarichard_,bell hooks <3,1,2024-07-17T10:50:10Z,,False
reply,@Danseavectonchien,of course !,1,2024-07-18T11:48:18Z,UgzC2Na8ocnkVo6u0-x4AaABAg,True
comment,@francoispaul6345,"C'est ce que j'ai commencé a faire et je vais peaufiner les détails.
Merci pour votre aide.
François.",2,2024-07-12T05:17:40Z,,False
reply,@Danseavectonchien,avec plaisir,1,2024-07-18T11:57:33Z,Ugw8nChk8r7sIpsTr1V4AaABAg,True
comment,@audreyilina,Bonjour! Merci pour cette super vidéo! J'ai une question... les croquettes sont utilisées très fréquemment et on utilise la ration journalière.  Comment peut-on faire avec un petit chien de moins de 3 kg dont la ration correspondant à une petite poignées de croquettes ? Merci à vous ❤,1,2024-06-29T08:44:32Z,,False
reply,@Danseavectonchien,"En faisant des séances d'entrainement très courtes, souvent on donne une dizaine de croquettes, et ensuite garder le reste pour récompenser les bons comportements. Même si tout ne peut pas être récompensé, le fait de majoritairement récompenser joue déjà sur le comportement global",1,2024-07-24T09:14:49Z,UgwLMS075n3xLZtK4HB4AaABAg,True
comment,@solbiotroc0612,"Merci, super vidéo. Tout  ça est vraiment très subtil ! Quelle découverte !",2,2024-06-22T04:32:26Z,,False
reply,@Danseavectonchien,Un grand merci !,1,2024-06-24T07:19:02Z,UgwusygoJ2EOddizBK14AaABAg,True
comment,@simbacanin,"Merci Julia, super vidéo que je vais pouvoir transmettre à mes clients 👍",2,2024-06-21T05:54:28Z,,False
reply,@Danseavectonchien,Avec plaisir 😊,1,2024-06-21T12:00:26Z,Ugz92P1pI4m4F4rPBBB4AaABAg,True
comment,@animauxhumainsmediationint2981,Un immense merci pour tous ces conseils bienveillants!😊❤,2,2024-06-20T04:51:16Z,,False
reply,@Danseavectonchien,Merci à vous 😊,1,2024-06-21T12:01:58Z,UgwZS-gdAk3LJkttfv94AaABAg,True
comment,@chris-1-2-3-4,Je n’habite pas en France pour la formation 😢,1,2024-06-19T07:09:14Z,,False
reply,@Danseavectonchien,Pas besoin d'habiter en France :-),1,2024-06-21T12:02:14Z,Ugx7L7DsOwt8nY0aOd14AaABAg,True
comment,@chris-1-2-3-4,"Merci beaucoup pour votre vidéo 👍🏼
Mon chien n’aboie pratiquement pas à l’intérieur par contre c’est durant les promenades!!
Dans un premier temps je jetais une poingnee de croquettes mais mnt ça ne suffit plus 
Il aboie sur les enfants, les personnes qui parlent forts, les personnes qui boitent ou qui surgissent au coin d’un immeuble, ceci durant les sorties de confort en ville 
Une fois l’aboiement declanche impossible de l’arrêter je suis angoissée de le sortir ça devient problématique 
A l’intérieur l’éducatrice m’a conseillé de l’isoler dans une pièce et ça marche bien 
Peut-être je rajoute une friandise comme vous le dites ?",1,2024-06-19T07:07:23Z,,False
reply,@Danseavectonchien,Je vous conseille de vous faire accompagner par une professionnelle compétente ! Vous pouvez faire nos formation mais la prochaine session n'est qu'en Octobre. Elles se remplissent très vite...,1,2024-06-21T12:02:54Z,Ugw0bwNvHJW32AKeo5B4AaABAg,True
comment,@celinevidal7193,Merci pour cette vidéo très intéressante 🤗,2,2024-06-18T20:35:58Z,,False
reply,@Danseavectonchien,Avec plaisir 😊,1,2024-06-21T12:04:29Z,UgwR5sGIY09D-U6jeRt4AaABAg,True
comment,@mimimebau7201,Votre chien aboie au fond du jardin de 30 ares vous faites comment. L'éducation est une solution.😊,0,2024-06-18T19:05:16Z,,False
reply,@Danseavectonchien,Pour quelle raison aboie-t-il c’est ça la vraie question 😊,1,2024-06-18T19:16:54Z,Ugzcw1pCj3QQxEQ5uLJ4AaABAg,True
comment,@mimimebau7201,Le chien  malheureux qui est attaché il aboit de détresse.,0,2024-06-18T19:03:41Z,,False
