start_sec,duration,text
37.079,1.8710000000000022,cri ou au chant quand on est super content<00:00:37.440><c> ou</c><00:00:37.520><c> qu'on</c><00:00:37.879><c> est</c><00:00:38.079><c> méga</c><00:00:38.360><c> en</c><00:00:38.480><c> colère</c><00:00:38.840><c> ou</c>
38.95,0.00999999999999801,content ou qu'on est méga en colère ou
38.96,2.1899999999999977,content ou qu'on est méga en colère ou qu'on<00:00:39.239><c> a</c><00:00:39.399><c> hyper</c><00:00:39.800><c> peur</c><00:00:40.320><c> nous</c><00:00:40.559><c> les</c><00:00:40.680><c> humains</c><00:00:41.039><c> on</c>
41.15,0.00999999999999801,qu'on a hyper peur nous les humains on
41.16,1.8300000000000054,qu'on a hyper peur nous les humains on va<00:00:41.320><c> crier</c><00:00:41.719><c> ou</c><00:00:41.840><c> chanter</c><00:00:42.200><c> bon</c><00:00:42.440><c> quand</c><00:00:42.600><c> on</c><00:00:42.680><c> a</c><00:00:42.840><c> peur</c>
42.99,0.00999999999999801,va crier ou chanter bon quand on a peur
43.0,2.1099999999999994,va crier ou chanter bon quand on a peur on<00:00:43.120><c> chante</c><00:00:43.360><c> pas</c><00:00:43.440><c> quand</c><00:00:43.640><c> on</c><00:00:43.719><c> a</c><00:00:43.840><c> peur</c><00:00:44.000><c> on</c><00:00:44.120><c> crie</c>
45.11,0.00999999999999801,on chante pas quand on a peur on crie
45.12,1.5890000000000057,on chante pas quand on a peur on crie c'est<00:00:45.280><c> hyper</c><00:00:45.559><c> efficace</c><00:00:46.079><c> parce</c><00:00:46.239><c> que</c><00:00:46.440><c> on</c><00:00:46.600><c> se</c>
46.709,0.00999999999999801,c'est hyper efficace parce que on se
46.719,2.2310000000000016,c'est hyper efficace parce que on se sent<00:00:46.960><c> soulagé</c><00:00:47.600><c> ça</c><00:00:47.719><c> permet</c><00:00:47.960><c> d'évacuer</c>
48.95,0.00999999999999801,sent soulagé ça permet d'évacuer
48.96,2.6700000000000017,sent soulagé ça permet d'évacuer vraiment<00:00:49.399><c> des</c><00:00:49.680><c> émotions</c><00:00:50.480><c> et</c><00:00:51.000><c> ça</c><00:00:51.160><c> permet</c><00:00:51.440><c> de</c><00:00:51.520><c> se</c>
51.63,0.00999999999999801,vraiment des émotions et ça permet de se
51.64,1.7490000000000023,vraiment des émotions et ça permet de se sentir<00:00:52.000><c> mieux</c><00:00:52.280><c> après</c><00:00:52.600><c> mais</c><00:00:52.760><c> surtout</c><00:00:53.039><c> c'est</c>
53.389,0.00999999999999801,sentir mieux après mais surtout c'est
53.399,1.990000000000002,sentir mieux après mais surtout c'est hyper<00:00:53.719><c> naturel</c><00:00:54.199><c> de</c><00:00:54.320><c> le</c><00:00:54.399><c> faire</c><00:00:54.719><c> le</c><00:00:54.840><c> chien</c><00:00:55.239><c> il</c>
55.389,0.00999999999999801,hyper naturel de le faire le chien il
55.399,2.110999999999997,hyper naturel de le faire le chien il apprend<00:00:55.760><c> très</c><00:00:55.960><c> rapidement</c><00:00:56.440><c> que</c><00:00:56.640><c> aboyer</c><00:00:57.239><c> ça</c>
57.51,0.010000000000005116,apprend très rapidement que aboyer ça
57.52,1.668999999999997,apprend très rapidement que aboyer ça soulage<00:00:58.000><c> en</c><00:00:58.079><c> fait</c><00:00:58.480><c> aboyer</c><00:00:58.920><c> c'est</c><00:00:59.079><c> un</c>
59.189,0.00999999999999801,soulage en fait aboyer c'est un
59.199,2.071000000000005,soulage en fait aboyer c'est un comportement<00:00:59.960><c> autorenforçateur</c><00:01:00.960><c> donc</c><00:01:01.079><c> plus</c>
61.27,0.00999999999999801,comportement autorenforçateur donc plus
61.28,2.1899999999999977,comportement autorenforçateur donc plus le<00:01:01.359><c> chien</c><00:01:01.559><c> à</c><00:01:01.800><c> bois</c><00:01:02.120><c> plus</c><00:01:02.320><c> il</c><00:01:02.480><c> se</c><00:01:02.559><c> sent</c><00:01:03.239><c> mieux</c>
63.47,0.00999999999999801,le chien à bois plus il se sent mieux
63.48,1.9100000000000037,le chien à bois plus il se sent mieux plus<00:01:03.719><c> il</c><00:01:03.840><c> se</c><00:01:03.920><c> sent</c><00:01:04.119><c> soulagé</c><00:01:04.839><c> face</c><00:01:05.119><c> à</c><00:01:05.199><c> des</c>
65.39,0.010000000000005116,plus il se sent soulagé face à des
65.4,1.9899999999999949,plus il se sent soulagé face à des situations<00:01:06.320><c> le</c><00:01:06.439><c> truc</c><00:01:06.680><c> c'est</c><00:01:06.920><c> que</c><00:01:07.000><c> si</c><00:01:07.119><c> vous</c>
67.39,0.010000000000005116,situations le truc c'est que si vous
67.4,2.269999999999996,situations le truc c'est que si vous utilisez<00:01:08.000><c> des</c><00:01:08.119><c> méthodes</c><00:01:08.479><c> coercitives</c><00:01:09.439><c> pour</c>
69.67,0.010000000000005116,utilisez des méthodes coercitives pour
69.68,1.2299999999999898,utilisez des méthodes coercitives pour essayer<00:01:10.000><c> de</c><00:01:10.080><c> faire</c><00:01:10.200><c> arrêter</c><00:01:10.560><c> votre</c><00:01:10.720><c> chien</c>
70.91,0.010000000000005116,essayer de faire arrêter votre chien
70.92,2.4299999999999926,essayer de faire arrêter votre chien d'aboyer<00:01:11.640><c> vous</c><00:01:11.960><c> rajoutez</c><00:01:12.439><c> des</c><00:01:12.600><c> émotions</c><00:01:13.119><c> très</c>
73.35,0.010000000000005116,d'aboyer vous rajoutez des émotions très
73.36,2.1899999999999977,d'aboyer vous rajoutez des émotions très fortes<00:01:13.720><c> négatives</c><00:01:14.439><c> sur</c><00:01:14.840><c> déjà</c><00:01:15.240><c> ce</c><00:01:15.320><c> qui</c><00:01:15.439><c> va</c>
75.55,0.010000000000005116,fortes négatives sur déjà ce qui va
75.56,2.3900000000000006,fortes négatives sur déjà ce qui va causer<00:01:15.880><c> l'aboiement</c><00:01:16.439><c> du</c><00:01:16.520><c> chien</c><00:01:17.159><c> donc</c><00:01:17.600><c> ça</c><00:01:17.720><c> va</c>
77.95,0.009999999999990905,causer l'aboiement du chien donc ça va
77.96,1.4300000000000068,causer l'aboiement du chien donc ça va être<00:01:18.159><c> comme</c><00:01:18.320><c> le</c><00:01:18.439><c> serpent</c><00:01:18.720><c> qui</c><00:01:18.840><c> se</c><00:01:19.000><c> mort</c><00:01:19.280><c> la</c>
79.39,0.010000000000005116,être comme le serpent qui se mort la
79.4,1.8299999999999983,être comme le serpent qui se mort la queue<00:01:19.640><c> vous</c><00:01:19.759><c> avez</c><00:01:20.040><c> on</c><00:01:20.119><c> va</c><00:01:20.240><c> dire</c><00:01:20.759><c> deux</c><00:01:21.000><c> gros</c>
81.23,0.009999999999990905,queue vous avez on va dire deux gros
81.24,1.5490000000000066,queue vous avez on va dire deux gros types<00:01:21.520><c> de</c><00:01:21.600><c> situation</c><00:01:22.079><c> vous</c><00:01:22.200><c> avez</c><00:01:22.439><c> des</c><00:01:22.560><c> chiens</c>
82.789,0.010000000000005116,types de situation vous avez des chiens
82.799,4.150999999999996,types de situation vous avez des chiens qui<00:01:22.920><c> vont</c><00:01:23.159><c> aboyer</c><00:01:24.159><c> de</c><00:01:24.360><c> façon</c><00:01:25.360><c> normale</c><00:01:25.920><c> et</c><00:01:26.479><c> géré</c>
86.95,0.009999999999990905,qui vont aboyer de façon normale et géré
86.96,1.9500000000000028,qui vont aboyer de façon normale et géré qui<00:01:27.200><c> vont</c><00:01:27.400><c> réussir</c><00:01:27.720><c> à</c><00:01:27.840><c> s'arrêter</c><00:01:28.320><c> tout</c><00:01:28.479><c> seul</c>
88.91,0.010000000000005116,qui vont réussir à s'arrêter tout seul
88.92,1.75,qui vont réussir à s'arrêter tout seul et<00:01:29.119><c> redescendre</c><00:01:29.640><c> dans</c><00:01:29.759><c> le</c><00:01:30.040><c> calme</c><00:01:30.400><c> et</c><00:01:30.560><c> vous</c>
90.67,0.010000000000005116,et redescendre dans le calme et vous
90.68,1.5899999999999892,et redescendre dans le calme et vous avez<00:01:30.920><c> des</c><00:01:31.040><c> chiens</c><00:01:31.439><c> qui</c><00:01:31.560><c> sont</c><00:01:31.720><c> vraiment</c><00:01:32.000><c> en</c>
92.27,0.010000000000005116,avez des chiens qui sont vraiment en
92.28,3.230000000000004,avez des chiens qui sont vraiment en aboiement<00:01:33.240><c> continu</c><00:01:33.680><c> ou</c><00:01:33.840><c> réactif</c><00:01:34.799><c> et</c><00:01:35.119><c> où</c><00:01:35.399><c> là</c>
95.51,0.009999999999990905,aboiement continu ou réactif et où là
95.52,1.1899999999999977,aboiement continu ou réactif et où là vraiment<00:01:35.840><c> ils</c><00:01:36.040><c> ne</c><00:01:36.119><c> gèrent</c><00:01:36.399><c> plus</c><00:01:36.520><c> du</c><00:01:36.600><c> tout</c>
96.71,0.010000000000005116,vraiment ils ne gèrent plus du tout
96.72,1.9099999999999966,vraiment ils ne gèrent plus du tout leurs<00:01:36.920><c> émotions</c><00:01:37.399><c> dans</c><00:01:37.560><c> les</c><00:01:37.799><c> deux</c><00:01:38.000><c> cas</c><00:01:38.200><c> on</c><00:01:38.399><c> gère</c>
98.63,0.010000000000005116,leurs émotions dans les deux cas on gère
98.64,1.230000000000004,leurs émotions dans les deux cas on gère pas<00:01:38.720><c> du</c><00:01:38.799><c> tout</c><00:01:38.960><c> les</c><00:01:39.119><c> aboiements</c><00:01:39.600><c> de</c><00:01:39.640><c> la</c><00:01:39.720><c> même</c>
99.87,0.009999999999990905,pas du tout les aboiements de la même
99.88,1.3900000000000006,pas du tout les aboiements de la même faç<00:01:40.159><c> il</c><00:01:40.240><c> y</c><00:01:40.320><c> a</c><00:01:40.439><c> certains</c><00:01:40.720><c> chiens</c><00:01:41.000><c> qui</c><00:01:41.119><c> vont</c>
101.27,0.010000000000005116,faç il y a certains chiens qui vont
101.28,2.188999999999993,faç il y a certains chiens qui vont aboyer<00:01:42.040><c> pour</c><00:01:42.240><c> communiquer</c><00:01:42.920><c> pour</c><00:01:43.000><c> alerter</c>
103.469,0.010000000000005116,aboyer pour communiquer pour alerter
103.479,1.4710000000000036,aboyer pour communiquer pour alerter qu'il<00:01:43.759><c> y</c><00:01:43.840><c> a</c><00:01:43.960><c> quelqu'un</c><00:01:44.240><c> qui</c><00:01:44.320><c> arrive</c><00:01:44.640><c> qu'il</c><00:01:44.880><c> se</c>
104.95,0.009999999999990905,qu'il y a quelqu'un qui arrive qu'il se
104.96,1.5090000000000003,qu'il y a quelqu'un qui arrive qu'il se passe<00:01:45.200><c> quelque</c><00:01:45.439><c> chose</c><00:01:46.000><c> ça</c><00:01:46.079><c> va</c><00:01:46.200><c> être</c><00:01:46.360><c> des</c>
106.469,0.010000000000005116,passe quelque chose ça va être des
106.479,1.7510000000000048,passe quelque chose ça va être des aboiements<00:01:46.960><c> qui</c><00:01:47.040><c> vont</c><00:01:47.200><c> être</c><00:01:47.360><c> courts</c><00:01:47.680><c> gérables</c>
108.23,0.009999999999990905,aboiements qui vont être courts gérables
108.24,1.909000000000006,aboiements qui vont être courts gérables et<00:01:48.360><c> qui</c><00:01:48.479><c> vont</c><00:01:48.799><c> pas</c><00:01:48.960><c> provoquer</c><00:01:49.520><c> un</c><00:01:49.640><c> débordement</c>
110.149,0.010000000000005116,et qui vont pas provoquer un débordement
110.159,1.4709999999999894,et qui vont pas provoquer un débordement émotionnel<00:01:50.600><c> chez</c><00:01:50.759><c> le</c><00:01:50.880><c> chien</c><00:01:51.119><c> en</c><00:01:51.240><c> général</c><00:01:51.520><c> le</c>
111.63,0.010000000000005116,émotionnel chez le chien en général le
111.64,1.7099999999999937,émotionnel chez le chien en général le chien<00:01:51.880><c> s'arrête</c><00:01:52.280><c> de</c><00:01:52.360><c> lui-même</c><00:01:52.799><c> ou</c><00:01:52.920><c> une</c><00:01:53.079><c> simple</c>
113.35,0.010000000000005116,chien s'arrête de lui-même ou une simple
113.36,1.6299999999999955,chien s'arrête de lui-même ou une simple intervention<00:01:53.880><c> de</c><00:01:54.000><c> l'humain</c><00:01:54.439><c> va</c><00:01:54.560><c> suffire</c><00:01:54.880><c> pour</c>
114.99,0.010000000000005116,intervention de l'humain va suffire pour
115.0,2.3499999999999943,intervention de l'humain va suffire pour l'arrêter<00:01:55.680><c> attention</c><00:01:56.399><c> simple</c><00:01:56.759><c> intervention</c>
117.35,0.010000000000005116,l'arrêter attention simple intervention
117.36,1.7489999999999952,l'arrêter attention simple intervention ça<00:01:57.520><c> veut</c><00:01:57.680><c> dire</c><00:01:58.079><c> on</c><00:01:58.240><c> peut</c><00:01:58.399><c> soit</c><00:01:58.640><c> rappeler</c><00:01:59.039><c> le</c>
119.109,0.010000000000005116,ça veut dire on peut soit rappeler le
119.119,1.6700000000000017,ça veut dire on peut soit rappeler le chien<00:01:59.320><c> soit</c><00:01:59.920><c> utiliser</c><00:02:00.200><c> l'interrupteur</c>
120.789,0.010000000000005116,chien soit utiliser l'interrupteur
120.799,1.5109999999999957,chien soit utiliser l'interrupteur positif<00:02:01.079><c> qu'on</c><00:02:01.280><c> a</c><00:02:01.399><c> déjà</c><00:02:01.600><c> vu</c><00:02:01.759><c> dans</c><00:02:01.880><c> la</c><00:02:01.960><c> vidéo</c>
122.31,0.009999999999990905,positif qu'on a déjà vu dans la vidéo
122.32,2.109000000000009,positif qu'on a déjà vu dans la vidéo précédente<00:02:03.079><c> un</c><00:02:03.320><c> interrupteur</c><00:02:03.960><c> positif</c><00:02:04.280><c> c'est</c>
124.429,0.009999999999990905,précédente un interrupteur positif c'est
124.439,1.4710000000000036,précédente un interrupteur positif c'est quelque<00:02:04.640><c> chose</c><00:02:04.840><c> qui</c><00:02:04.960><c> se</c><00:02:05.039><c> met</c><00:02:05.280><c> en</c><00:02:05.399><c> place</c><00:02:05.719><c> au</c>
125.91,0.010000000000005116,quelque chose qui se met en place au
125.92,1.9899999999999949,quelque chose qui se met en place au préalable<00:02:06.560><c> un</c><00:02:06.719><c> son</c><00:02:07.000><c> un</c><00:02:07.119><c> bruit</c><00:02:07.439><c> qui</c><00:02:07.479><c> va</c><00:02:07.680><c> être</c>
127.91,0.010000000000005116,préalable un son un bruit qui va être
127.92,1.948999999999998,préalable un son un bruit qui va être associé<00:02:08.319><c> à</c><00:02:08.399><c> des</c><00:02:08.560><c> choses</c><00:02:09.000><c> très</c><00:02:09.239><c> agréables</c><00:02:09.759><c> qui</c>
129.869,0.009999999999990905,associé à des choses très agréables qui
129.879,1.7909999999999968,associé à des choses très agréables qui permettent<00:02:10.239><c> d'arrêter</c><00:02:10.759><c> un</c><00:02:10.920><c> comportement</c><00:02:11.400><c> où</c>
131.67,0.010000000000019327,permettent d'arrêter un comportement où
131.68,2.5490000000000066,permettent d'arrêter un comportement où le<00:02:11.800><c> chien</c><00:02:12.040><c> est</c><00:02:12.280><c> en</c><00:02:12.400><c> capacité</c><00:02:13.280><c> d'écouter</c>
134.229,0.009999999999990905,le chien est en capacité d'écouter
134.239,1.9509999999999934,le chien est en capacité d'écouter d'entendre<00:02:14.800><c> cet</c><00:02:15.000><c> interrupteur</c><00:02:15.560><c> positif</c><00:02:16.080><c> et</c>
136.19,0.009999999999990905,d'entendre cet interrupteur positif et
136.2,2.029000000000025,d'entendre cet interrupteur positif et donc<00:02:16.440><c> le</c><00:02:16.560><c> chien</c><00:02:16.800><c> s'arrête</c><00:02:17.400><c> et</c><00:02:17.720><c> va</c><00:02:17.879><c> aller</c><00:02:18.120><c> à</c>
138.229,0.009999999999990905,donc le chien s'arrête et va aller à
138.239,1.6299999999999955,donc le chien s'arrête et va aller à cette<00:02:18.440><c> occupation</c><00:02:18.760><c> c'est</c><00:02:19.280><c> en</c><00:02:19.400><c> quelque</c><00:02:19.640><c> sorte</c>
139.869,0.009999999999990905,cette occupation c'est en quelque sorte
139.879,1.710000000000008,cette occupation c'est en quelque sorte un<00:02:20.080><c> détournement</c><00:02:20.560><c> d'attention</c><00:02:21.280><c> mais</c><00:02:21.440><c> de</c>
141.589,0.009999999999990905,un détournement d'attention mais de
141.599,1.6300000000000239,un détournement d'attention mais de manière<00:02:21.879><c> positive</c><00:02:22.480><c> dans</c><00:02:22.560><c> cette</c><00:02:22.760><c> situation</c><00:02:23.040><c> il</c>
143.229,0.009999999999990905,manière positive dans cette situation il
143.239,1.3909999999999911,manière positive dans cette situation il y<00:02:23.360><c> a</c><00:02:23.440><c> pas</c><00:02:23.599><c> tellement</c><00:02:23.959><c> besoin</c><00:02:24.200><c> de</c><00:02:24.280><c> travailler</c>
144.63,0.009999999999990905,y a pas tellement besoin de travailler
144.64,2.030000000000001,y a pas tellement besoin de travailler l'aboisement<00:02:25.360><c> parce</c><00:02:25.519><c> que</c><00:02:25.599><c> le</c><00:02:25.680><c> chien</c><00:02:25.879><c> le</c><00:02:26.280><c> gère</c>
146.67,0.010000000000019327,l'aboisement parce que le chien le gère
146.68,1.5900000000000034,l'aboisement parce que le chien le gère donc<00:02:26.840><c> si</c><00:02:26.959><c> c'est</c><00:02:27.120><c> pas</c><00:02:27.239><c> trop</c><00:02:27.480><c> répétitif</c>
148.27,0.009999999999990905,donc si c'est pas trop répétitif
148.28,2.1899999999999977,donc si c'est pas trop répétitif dérangeant<00:02:29.280><c> on</c><00:02:29.519><c> peut</c><00:02:29.959><c> laisser</c><00:02:30.200><c> les</c><00:02:30.280><c> choses</c>
150.47,0.009999999999990905,dérangeant on peut laisser les choses
150.48,2.0700000000000216,dérangeant on peut laisser les choses comme<00:02:30.640><c> ça</c><00:02:30.920><c> et</c><00:02:31.480><c> continuer</c><00:02:31.760><c> d'arrêter</c><00:02:32.160><c> avec</c><00:02:32.360><c> un</c>
152.55,0.009999999999990905,comme ça et continuer d'arrêter avec un
152.56,2.38900000000001,comme ça et continuer d'arrêter avec un interrupteur<00:02:33.200><c> positif</c><00:02:33.920><c> ou</c><00:02:34.040><c> avec</c><00:02:34.280><c> un</c><00:02:34.440><c> rappel</c>
154.949,0.009999999999990905,interrupteur positif ou avec un rappel
154.959,2.11099999999999,interrupteur positif ou avec un rappel cependant<00:02:35.480><c> si</c><00:02:35.840><c> même</c><00:02:36.120><c> ce</c><00:02:36.400><c> petit</c><00:02:36.680><c> comportement</c>
157.07,0.010000000000019327,cependant si même ce petit comportement
157.08,2.6699999999999875,cependant si même ce petit comportement est<00:02:37.360><c> dérangeant</c><00:02:38.160><c> pour</c><00:02:38.680><c> plein</c><00:02:39.040><c> de</c><00:02:39.239><c> raisons</c><00:02:39.680><c> par</c>
159.75,0.009999999999990905,est dérangeant pour plein de raisons par
159.76,1.5100000000000193,est dérangeant pour plein de raisons par exemple<00:02:40.080><c> si</c><00:02:40.159><c> vous</c><00:02:40.280><c> vivez</c><00:02:40.599><c> en</c><00:02:40.720><c> appartement</c><00:02:41.200><c> ou</c>
161.27,0.009999999999990905,exemple si vous vivez en appartement ou
161.28,1.3899999999999864,exemple si vous vivez en appartement ou si<00:02:41.400><c> les</c><00:02:41.519><c> voisins</c><00:02:41.879><c> on</c><00:02:42.040><c> en</c><00:02:42.159><c> marre</c><00:02:42.319><c> d'entendre</c>
162.67,0.010000000000019327,si les voisins on en marre d'entendre
162.68,2.030000000000001,si les voisins on en marre d'entendre les<00:02:42.800><c> chiens</c><00:02:43.000><c> aboyer</c><00:02:43.640><c> même</c><00:02:43.800><c> si</c><00:02:43.920><c> c'est</c><00:02:44.400><c> pas</c>
164.71,0.009999999999990905,les chiens aboyer même si c'est pas
164.72,1.1899999999999977,les chiens aboyer même si c'est pas beaucoup<00:02:45.000><c> vous</c><00:02:45.280><c> avez</c><00:02:45.519><c> pas</c><00:02:45.599><c> besoin</c><00:02:45.840><c> de</c>
165.91,0.009999999999990905,beaucoup vous avez pas besoin de
165.92,1.3500000000000227,beaucoup vous avez pas besoin de modifier<00:02:46.239><c> l'état</c><00:02:46.560><c> émotionnel</c><00:02:46.959><c> du</c><00:02:47.080><c> chien</c>
167.27,0.009999999999990905,modifier l'état émotionnel du chien
167.28,1.6299999999999955,modifier l'état émotionnel du chien parce<00:02:47.440><c> que</c><00:02:47.480><c> l'état</c><00:02:47.800><c> émotionnel</c><00:02:48.239><c> est</c><00:02:48.480><c> ok</c><00:02:48.800><c> par</c>
168.91,0.009999999999990905,parce que l'état émotionnel est ok par
168.92,1.2700000000000102,parce que l'état émotionnel est ok par contre<00:02:49.159><c> vous</c><00:02:49.280><c> pouvez</c><00:02:49.560><c> mettre</c><00:02:49.760><c> en</c><00:02:49.840><c> place</c><00:02:50.080><c> un</c>
170.19,0.009999999999990905,contre vous pouvez mettre en place un
170.2,1.710000000000008,contre vous pouvez mettre en place un protocole<00:02:50.680><c> pour</c><00:02:50.800><c> changer</c><00:02:51.120><c> ce</c><00:02:51.239><c> comportement</c>
171.91,0.009999999999990905,protocole pour changer ce comportement
171.92,1.4699999999999989,protocole pour changer ce comportement un<00:02:52.040><c> autre</c><00:02:52.319><c> comportement</c><00:02:52.760><c> on</c><00:02:52.959><c> en</c><00:02:53.080><c> discute</c>
173.39,0.010000000000019327,un autre comportement on en discute
173.4,1.3899999999999864,un autre comportement on en discute juste<00:02:53.599><c> après</c><00:02:53.920><c> dans</c><00:02:54.040><c> cette</c><00:02:54.200><c> vidéo</c><00:02:54.519><c> dans</c><00:02:54.599><c> le</c><00:02:54.680><c> cas</c>
174.79,0.010000000000019327,juste après dans cette vidéo dans le cas
174.8,1.1899999999999977,juste après dans cette vidéo dans le cas où<00:02:54.959><c> c'est</c><00:02:55.080><c> un</c><00:02:55.159><c> petit</c><00:02:55.280><c> peu</c><00:02:55.440><c> plus</c><00:02:55.720><c> difficile</c>
175.99,0.009999999999990905,où c'est un petit peu plus difficile
176.0,2.469999999999999,où c'est un petit peu plus difficile pour<00:02:56.120><c> le</c><00:02:56.280><c> chien</c><00:02:57.159><c> de</c><00:02:57.319><c> gérer</c><00:02:57.640><c> cet</c><00:02:57.840><c> aboiement</c><00:02:58.360><c> et</c>
178.47,0.009999999999990905,pour le chien de gérer cet aboiement et
